year,ws,plot,tree,history,species,sp_cd,dbh_cm,tr_ht_m,comments
2018,77,40,2513,1,Loblolly Pine,131,29.9,24.6,-
2018,77,40,2517,1,Loblolly Pine,131,16.6,16.4,-
2018,77,40,2518,1,Loblolly Pine,131,40.1,27.4,QA DBH= 40.2 HT= 27.0
2018,77,40,2520,1,Loblolly Pine,131,22.2,19.2,-
2018,77,63,1302,1,Loblolly Pine,131,16.3,16.0,
2018,77,63,1303,1,Loblolly Pine,131,24.2,19.4,
2018,77,63,1304,1,Loblolly Pine,131,30.2,22.8,
2018,77,63,1305,1,Loblolly Pine,131,26.0,20.5,
2018,77,63,1308,1,Loblolly Pine,131,33.9,21.5,
2018,77,63,1309,1,Loblolly Pine,131,24.5,19.4,
2018,77,63,1310,1,Loblolly Pine,131,27.1,22.8,
2018,77,63,1311,1,Loblolly Pine,131,36.1,21.1,
2018,77,63,1312,1,Loblolly Pine,131,15.3,15.6,
2018,77,63,1313,2,Loblolly Pine,131,28.0,17.8,DC = 2
2018,77,63,1314,1,Loblolly Pine,131,28.7,22.7,
2018,77,63,1315,1,Loblolly Pine,131,20.1,20.4,
2018,77,63,1316,1,Loblolly Pine,131,31.8,23.2,
2018,77,63,1317,1,Loblolly Pine,131,31.4,22.1,
2018,77,63,1318,2,Loblolly Pine,131,37.3,23.3,
2018,77,80,2470,1,Loblolly Pine,131,38.4,,-
2018,77,80,2471,1,Loblolly Pine,131,39.0,26.9,QA DBH=39.2 HT=20.5
2018,77,80,2472,1,Loblolly Pine,131,10.0,10.7,QA DBH=10.1 HT=10.5
2018,77,80,2473,1,Loblolly Pine,131,22.8,24.7,-
2018,77,80,2474,1,Loblolly Pine,131,27.8,21.6,"MEASURED HEIGHT 2 TIMES, BROKEN"
2018,77,80,2475,1,Loblolly Pine,131,9.2,11.9,MEASURED DBH TWICE
2018,77,80,2476,2,Loblolly Pine,131,7.3,2.5,DC=3
2018,77,80,2477,1,Loblolly Pine,131,35.9,27.2,-
2018,77,80,2478,1,Loblolly Pine,131,43.8,26.7,QA DBH= 44.3 HT=26.9
2018,77,80,2479,1,Loblolly Pine,131,18.8,16.6,"IN 2013, 1"" ABOVE DBH"
2018,77,80,2480,1,Loblolly Pine,131,16.9,15.2,-
2018,77,80,2481,1,Loblolly Pine,131,11.0,13.5,QA DBH= 11.1 HT 13.2
2018,77,80,2482,1,Loblolly Pine,131,33.8,25.1,-
2018,77,80,2483,1,Loblolly Pine,131,10.9,12.0,-
2018,77,80,2484,1,Loblolly Pine,131,15.0,15.2,-
2018,77,80,2485,1,Loblolly Pine,131,26.2,20.7,-
2018,77,90,2961,1,Loblolly Pine,131,37.7,24.1,"at dbh, missing bark"
2018,77,90,2962,1,Loblolly Pine,131,41.5,25.6,"at dbh, missing bark"
2018,77,90,2963,1,Loblolly Pine,131,33.8,26.0,-
2018,77,90,2964,1,Loblolly Pine,131,31.3,25.9,-
2018,77,90,2965,1,Loblolly Pine,131,37.7,26.8,-
2018,77,90,2966,1,Loblolly Pine,131,32.8,25.2,-
2018,77,90,2967,1,Loblolly Pine,131,32.5,25.7,-
2018,77,90,2968,1,Loblolly Pine,131,33.8,24.2,-
2018,77,90,2969,1,Loblolly Pine,131,34.9,26.0,-
2018,77,90,2970,1,Loblolly Pine,131,25.3,24.5,-
2018,77,100,2747,1,Loblolly Pine,131,11.9,11.1,-
2018,77,100,2748,1,Loblolly Pine,131,19.9,20.6,-
2018,77,100,2749,1,Loblolly Pine,131,12.4,12.6,-
2018,77,100,2750,1,Loblolly Pine,131,32.2,23.5,-
2018,77,100,2751,3,Loblolly Pine,131,,,
2018,77,100,2752,1,Loblolly Pine,131,14.2,15.0,-
2018,77,100,2755,1,Loblolly Pine,131,25.5,23.1,-
2018,77,100,2756,1,Loblolly Pine,131,21.3,18.6,-
2018,77,100,2757,1,Loblolly Pine,131,13.3,17.6,-
2018,77,100,2758,1,Loblolly Pine,131,14.8,16.7,-
2018,77,100,2759,2,Loblolly Pine,131,9.6,12.2,DC=1
2018,77,100,2760,1,Loblolly Pine,131,13.0,16.0,-
2018,77,100,2761,1,Loblolly Pine,131,26.3,22.6,-
2018,77,100,2762,1,Loblolly Pine,131,18.0,21.9,-
2018,77,100,2763,1,Loblolly Pine,131,15.3,20.3,-
2018,77,100,2764,1,Loblolly Pine,131,20.6,21.6,-
2018,77,100,2765,1,Loblolly Pine,131,16.3,14.7,-
2018,77,100,2767,1,Loblolly Pine,131,49.6,29.1,-
2018,77,100,2768,1,Loblolly Pine,131,11.5,13.4,-
2018,77,100,2769,1,Loblolly Pine,131,17.1,18.7,-
2018,77,100,2770,1,Loblolly Pine,131,44.2,24.5,-
2018,77,100,2771,1,Loblolly Pine,131,16.8,14.5,-
2018,77,100,2772,1,Loblolly Pine,131,22.3,18.2,-
2018,77,100,2773,1,Loblolly Pine,131,25.8,23.6,-
2018,77,100,2774,1,Loblolly Pine,131,27.8,18.2,-
2018,77,100,2775,1,Loblolly Pine,131,33.7,23.6,-
2018,77,100,2778,1,Loblolly Pine,131,14.2,14.4,-
2018,77,100,2779,1,Loblolly Pine,131,33.9,23.2,-
2018,77,100,2780,1,Loblolly Pine,131,37.0,23.9,-
2018,77,110,2521,1,Loblolly Pine,131,21.5,22.7,-
2018,77,110,2522,1,Loblolly Pine,131,30.8,25.5,-
2018,77,110,2523,1,Loblolly Pine,131,33.5,26.8,-
2018,77,110,2524,1,Loblolly Pine,131,26.2,22.2,-
2018,77,110,2525,1,Loblolly Pine,131,36.5,27.2,-
2018,77,110,2526,1,Loblolly Pine,131,41.3,29.5,-
2018,77,110,2527,1,Loblolly Pine,131,25.0,21.8,-
2018,77,110,2528,1,Loblolly Pine,131,19.9,20.4,-
2018,77,110,2529,1,Loblolly Pine,131,38.5,26.9,-
2018,77,110,2530,1,Loblolly Pine,131,32.1,24.3,-
2018,77,134,4,1,Loblolly Pine,131,13.3,19.0,
2018,77,134,7,1,Loblolly Pine,131,16.0,17.4,
2018,77,134,12,1,Loblolly Pine,131,18.1,17.8,
2018,77,134,13,1,Loblolly Pine,131,34.6,23.9,
2018,77,134,15,2,Loblolly Pine,131,10.3,14.3,
2018,77,134,17,2,Loblolly Pine,131,13.1,20.4,
2018,77,134,18,1,Loblolly Pine,131,12.3,16.9,
2018,77,134,19,1,Loblolly Pine,131,24.3,24.4,
2018,77,134,20,1,Loblolly Pine,131,32.1,25.0,
2018,77,134,21,1,Loblolly Pine,131,11.2,11.1,
2018,77,134,22,1,Loblolly Pine,131,25.1,24.4,
2018,77,134,23,2,Loblolly Pine,131,10.4,15.1,
2018,77,134,26,1,Loblolly Pine,131,18.3,24.6,
2018,77,134,27,1,Loblolly Pine,131,18.1,21.0,
2018,77,134,28,2,Loblolly Pine,131,12.2,15.7,
2018,77,134,29,1,Loblolly Pine,131,25.2,25.8,
2018,77,134,31,1,Loblolly Pine,131,18.1,21.3,
2018,77,134,32,1,Loblolly Pine,131,21.3,23.4,
2018,77,134,34,1,Loblolly Pine,131,18.9,18.9,
2018,77,134,36,1,Loblolly Pine,131,19.2,20.7,
2018,77,134,38,1,Loblolly Pine,131,8.8,9.9,
2018,77,134,39,1,Loblolly Pine,131,11.7,15.9,
2018,77,134,43,1,Loblolly Pine,131,20.2,19.4,
2018,77,134,44,1,Loblolly Pine,131,23.5,18.3,
2018,77,134,45,1,Loblolly Pine,131,16.3,14.5,
2018,77,134,46,1,Loblolly Pine,131,34.3,26.1,
2018,77,134,48,1,Loblolly Pine,131,37.3,26.0,
2018,77,134,49,1,Loblolly Pine,131,11.6,16.5,
2018,77,134,50,2,Loblolly Pine,131,9.1,12.3,
2018,77,134,53,1,Loblolly Pine,131,11.1,15.7,
2018,77,134,54,2,Loblolly Pine,131,8.1,12.6,
2018,77,134,55,1,Loblolly Pine,131,20.4,23.0,
2018,77,134,56,1,Loblolly Pine,131,28.6,24.5,
2018,77,134,57,1,Loblolly Pine,131,14.3,18.3,
2018,77,134,58,1,Loblolly Pine,131,24.8,26.7,
2018,77,134,60,1,Loblolly Pine,131,12.9,15.8,almost dead
2018,77,134,63,1,Loblolly Pine,131,38.9,27.3,
2018,77,134,65,1,Loblolly Pine,131,26.3,25.2,
2018,77,134,68,1,Loblolly Pine,131,14.9,15.1,
2018,77,134,72,2,Loblolly Pine,131,32.3,12.8,broken top
2018,77,134,73,1,Loblolly Pine,131,23.0,19.8,
2018,77,134,74,1,Loblolly Pine,131,20.0,22.1,
2018,77,134,75,1,Loblolly Pine,131,27.4,23.6,
2018,77,134,76,1,Loblolly Pine,131,13.0,16.5,
2018,77,134,77,1,Loblolly Pine,131,41.4,27.4,
2018,77,134,80,2,Loblolly Pine,131,12.2,15.2,
2018,77,160,2971,2,Loblolly Pine,131,45.3,12.0,-
2018,77,160,2972,1,Loblolly Pine,131,46.7,30.2,-
2018,77,160,2973,1,Loblolly Pine,131,8.6,10.8,-
2018,77,160,2974,1,Loblolly Pine,131,10.0,10.0,-
2018,77,160,2975,1,Loblolly Pine,131,15.4,16.9,-
2018,77,160,2976,1,Loblolly Pine,131,15.3,15.3,-
2018,77,160,2978,1,Loblolly Pine,131,18.4,18.7,-
2018,77,160,2979,1,Loblolly Pine,131,41.8,32.2,-
2018,77,160,2981,1,Loblolly Pine,131,37.9,29.9,-
2018,77,160,2982,1,Loblolly Pine,131,35.3,28.4,-
2018,77,160,2983,1,Loblolly Pine,131,39.9,28.4,-
2018,77,166,82,2,Loblolly Pine,131,12.5,13.7,
2018,77,166,83,1,Loblolly Pine,131,22.4,20.5,dbh below swell
2018,77,166,84,1,Loblolly Pine,131,32.9,23.9,
2018,77,166,85,2,Loblolly Pine,131,8.9,12.3,broken top
2018,77,166,86,1,Loblolly Pine,131,26.6,22.4,
2018,77,166,89,2,Loblolly Pine,131,26.1,8.7,broken top
2018,77,166,92,1,Loblolly Pine,131,15.9,15.9,
2018,77,166,95,1,Loblolly Pine,131,10.1,11.8,
2018,77,166,97,1,Loblolly Pine,131,27.9,23.1,
2018,77,166,98,1,Loblolly Pine,131,25.6,21.3,
2018,77,166,99,1,Loblolly Pine,131,13.8,13.2,
2018,77,166,100,1,Loblolly Pine,131,17.0,18.2,
2018,77,166,102,1,Loblolly Pine,131,13.1,17.6,
2018,77,166,104,2,Loblolly Pine,131,9.7,12.2,broken top
2018,77,166,105,1,Loblolly Pine,131,21.0,19.4,
2018,77,166,108,1,Loblolly Pine,131,11.5,15.5,
2018,77,166,110,2,Loblolly Pine,131,11.0,14.1,
2018,77,166,115,1,Loblolly Pine,131,11.7,13.9,
2018,77,166,116,1,Loblolly Pine,131,19.5,16.4,
2018,77,166,117,1,Loblolly Pine,131,17.0,18.9,
2018,77,166,121,1,Loblolly Pine,131,15.6,18.5,
2018,77,166,126,1,Loblolly Pine,131,11.4,14.6,
2018,77,166,127,1,Loblolly Pine,131,20.0,18.4,
2018,77,166,130,1,Loblolly Pine,131,11.7,16.3,
2018,77,166,173,1,Loblolly Pine,131,17.6,20.1,
2018,77,166,197,1,Loblolly Pine,131,11.2,14.9,
2018,77,166,198,1,Loblolly Pine,131,13.0,16.4,
2018,77,166,199,1,Loblolly Pine,131,61.5,31.3,branch is tallest point
2018,77,166,201,1,Loblolly Pine,131,33.5,23.6,
2018,77,166,202,1,Loblolly Pine,131,28.0,22.1,
2018,77,166,204,1,Loblolly Pine,131,12.2,14.9,
2018,77,166,205,1,Loblolly Pine,131,9.2,13.3,
2018,77,166,206,2,Loblolly Pine,131,8.3,10.2,
2018,77,166,208,2,Loblolly Pine,131,7.5,9.2,
2018,77,166,209,1,Loblolly Pine,131,14.6,15.3,
2018,77,166,212,1,Loblolly Pine,131,29.5,21.9,
2018,77,166,213,1,Loblolly Pine,131,10.3,11.9,
2018,77,166,214,2,Loblolly Pine,131,23.8,1.9,"3"" below dbh"
2018,77,166,218,1,Loblolly Pine,131,20.5,19.6,
2018,77,166,220,1,Loblolly Pine,131,30.7,24.8,
2018,77,166,221,1,Loblolly Pine,131,28.5,22.6,
2018,77,166,224,1,Loblolly Pine,131,9.9,12.6,
2018,77,166,225,1,Loblolly Pine,131,26.6,20.0,
2018,77,166,228,1,Loblolly Pine,131,22.5,20.2,
2018,77,166,229,1,Loblolly Pine,131,13.8,13.6,
2018,77,166,231,2,Loblolly Pine,131,8.0,11.7,
2018,77,166,239,1,Loblolly Pine,131,12.2,14.2,
2018,77,166,240,2,Loblolly Pine,131,7.9,11.1,
2018,77,166,241,1,Loblolly Pine,131,10.5,11.8,
2018,77,166,242,2,Loblolly Pine,131,9.0,13.6,
2018,77,166,243,1,Loblolly Pine,131,10.1,13.8,
2018,77,180,2815,2,Loblolly Pine,131,10.7,10.4,DC=3
2018,77,180,2816,2,Loblolly Pine,131,14.2,4.8,DC=3
2018,77,180,2817,1,Loblolly Pine,131,41.4,28.6,-
2018,77,180,2818,1,Loblolly Pine,131,45.9,30.5,-
2018,77,180,2821,1,Loblolly Pine,131,35.6,21.7,meas ht 2x
2018,77,180,2822,1,Loblolly Pine,131,37.4,28.4,QA dbh=37.6;ht=27.4(2018)
2018,77,180,2823,1,Loblolly Pine,131,23.7,20.1,meas dbh 2x
2018,77,180,2824,1,Loblolly Pine,131,41.0,31.3,QA dbh=41.1;ht=29.2
2018,77,180,2826,1,Loblolly Pine,131,32.2,28.0,"at dbh, QA dbh=31.9;ht=27.3"
2018,77,180,2827,1,Loblolly Pine,131,21.3,18.5,QA dbh=21.3;ht=19.8
2018,77,190,2717,2,Loblolly Pine,131,12.1,10.9,-
2018,77,190,2718,2,Loblolly Pine,131,11.3,13.9,-
2018,77,190,2719,2,Loblolly Pine,131,10.5,11.9,-
2018,77,190,2720,1,Loblolly Pine,131,13.2,18.6,-
2018,77,190,2721,3,Loblolly Pine,131,,,
2018,77,190,2722,2,Loblolly Pine,131,11.0,4.5,-
2018,77,190,2723,3,Loblolly Pine,131,,,
2018,77,190,2724,2,Loblolly Pine,131,14.5,15.5,-
2018,77,190,2725,1,Loblolly Pine,131,20.3,18.4,-
2018,77,190,2726,2,Loblolly Pine,131,9.0,12.0,-
2018,77,190,2727,2,Loblolly Pine,131,9.2,9.2,-
2018,77,190,2728,2,Loblolly Pine,131,14.9,3.6,-
2018,77,190,2729,3,Loblolly Pine,131,,,
2018,77,190,2730,2,Loblolly Pine,131,8.2,9.9,-
2018,77,190,2731,1,Loblolly Pine,131,14.7,19.8,-
2018,77,190,2732,1,Loblolly Pine,131,39.9,31.9,-
2018,77,190,2733,1,Loblolly Pine,131,21.0,19.2,-
2018,77,190,2734,2,Loblolly Pine,131,9.7,9.1,-
2018,77,190,2735,1,Loblolly Pine,131,14.7,18.5,-
2018,77,190,2736,1,Loblolly Pine,131,14.2,15.5,-
2018,77,190,2737,2,Loblolly Pine,131,11.5,4.6,Dc 3
2018,77,190,2738,1,Loblolly Pine,131,12.8,13.5,-
2018,77,190,2739,2,Loblolly Pine,131,11.0,13.2,-
2018,77,190,2740,2,Loblolly Pine,131,12.8,17.2,-
2018,77,190,2741,1,Loblolly Pine,131,18.2,19.2,-
2018,77,190,2742,1,Loblolly Pine,131,38.5,26.2,-
2018,77,190,2743,1,Loblolly Pine,131,23.2,17.1,-
2018,77,190,2744,2,Loblolly Pine,131,11.2,10.9,-
2018,77,190,2746,1,Loblolly Pine,131,30.7,22.8,-
2018,77,195,244,1,Loblolly Pine,131,27.4,23.3,
2018,77,195,246,1,Loblolly Pine,131,24.3,22.8,
2018,77,195,251,1,Loblolly Pine,131,34.3,21.6,
2018,77,195,253,1,Loblolly Pine,131,20.8,22.4,
2018,77,195,255,1,Loblolly Pine,131,9.9,12.0,
2018,77,195,256,1,Loblolly Pine,131,13.9,17.1,
2018,77,195,258,1,Loblolly Pine,131,9.3,11.5,
2018,77,195,260,1,Loblolly Pine,131,22.6,24.0,
2018,77,195,269,1,Loblolly Pine,131,14.1,19.1,
2018,77,195,275,1,Loblolly Pine,131,13.6,18.8,
2018,77,195,276,1,Loblolly Pine,131,11.2,13.4,
2018,77,195,280,2,Loblolly Pine,131,18.0,17.7,broken top
2018,77,195,281,2,Loblolly Pine,131,9.6,11.6,
2018,77,195,292,2,Loblolly Pine,131,8.8,8.3,broken top
2018,77,195,294,1,Loblolly Pine,131,9.8,11.5,
2018,77,195,303,1,Loblolly Pine,131,13.2,15.8,
2018,77,195,306,1,Loblolly Pine,131,30.4,22.7,
2018,77,195,307,1,Loblolly Pine,131,11.8,14.4,
2018,77,195,312,1,Loblolly Pine,131,16.8,16.8,
2018,77,195,315,1,Loblolly Pine,131,11.8,12.1,broken top
2018,77,195,320,1,Loblolly Pine,131,11.9,15.3,
2018,77,195,322,1,Loblolly Pine,131,8.7,12.5,
2018,77,195,325,1,Loblolly Pine,131,15.4,20.4,
2018,77,195,330,2,Loblolly Pine,131,11.5,16.2,
2018,77,195,337,1,Loblolly Pine,131,8.2,10.0,
2018,77,195,348,1,Loblolly Pine,131,21.7,23.5,
2018,77,195,357,1,Loblolly Pine,131,16.2,20.2,
2018,77,195,373,1,Loblolly Pine,131,23.7,18.9,
2018,77,195,380,1,Loblolly Pine,131,20.3,23.0,
2018,77,195,381,1,Loblolly Pine,131,14.0,20.1,
2018,77,195,382,1,Loblolly Pine,131,13.2,19.7,
2018,77,195,384,1,Loblolly Pine,131,15.6,20.5,
2018,77,195,389,1,Loblolly Pine,131,20.5,22.0,
2018,77,195,390,1,Loblolly Pine,131,24.7,25.0,
2018,77,195,392,2,Loblolly Pine,131,11.5,17.4,
2018,77,195,397,1,Loblolly Pine,131,17.0,18.2,
2018,77,195,400,1,Loblolly Pine,131,22.1,22.5,
2018,77,195,401,1,Loblolly Pine,131,15.1,16.5,
2018,77,195,402,2,Loblolly Pine,131,10.3,13.0,
2018,77,195,406,1,Loblolly Pine,131,19.0,20.8,
2018,77,195,410,1,Loblolly Pine,131,13.6,19.3,
2018,77,195,411,1,Loblolly Pine,131,20.2,20.6,
2018,77,195,419,2,Loblolly Pine,131,13.4,17.9,
2018,77,195,420,1,Loblolly Pine,131,17.0,20.5,
2018,77,195,424,2,Loblolly Pine,131,12.9,17.0,
2018,77,195,427,2,Loblolly Pine,131,9.5,9.8,broken top
2018,77,195,428,2,Loblolly Pine,131,10.9,12.3,
2018,77,195,430,1,Loblolly Pine,131,19.5,21.9,
2018,77,195,435,1,Loblolly Pine,131,18.0,20.0,
2018,77,195,446,1,Loblolly Pine,131,10.1,14.5,
2018,77,195,447,1,Loblolly Pine,131,27.9,21.7,
2018,77,195,477,1,Loblolly Pine,131,12.9,13.1,
2018,77,195,479,1,Loblolly Pine,131,13.6,16.5,
2018,77,195,482,2,Loblolly Pine,131,12.8,9.9,broken top
2018,77,195,483,1,Loblolly Pine,131,32.0,25.8,
2018,77,195,487,2,Loblolly Pine,131,10.0,10.4,
2018,77,195,488,1,Loblolly Pine,131,33.1,24.0,
2018,77,195,492,1,Loblolly Pine,131,18.3,18.2,
2018,77,195,493,1,Loblolly Pine,131,11.7,14.0,
2018,77,230,2555,1,Loblolly Pine,131,40.6,25.9,-
2018,77,230,2556,1,Loblolly Pine,131,31.2,24.4,QA DBH= 31.1 HT=24.2
2018,77,230,2558,1,Loblolly Pine,131,30.8,22.7,-
2018,77,230,2559,1,Loblolly Pine,131,27.2,25.0,-
2018,77,230,2560,1,Loblolly Pine,131,25.6,21.1,-
2018,77,230,2561,3,Loblolly Pine,131,,,
2018,77,230,2565,1,Loblolly Pine,131,37.2,25.7,-
2018,77,230,2566,3,Loblolly Pine,131,,,
2018,77,230,2567,1,Loblolly Pine,131,32.5,24.9,-
2018,77,230,2568,1,Loblolly Pine,131,41.3,25.6,QA DBH= 41.9 HT= 25.6
2018,77,230,2569,1,Loblolly Pine,131,27.1,23.1,-
2018,77,230,2570,1,Loblolly Pine,131,14.9,18.1,-
2018,77,230,2571,1,Loblolly Pine,131,24.8,24.6,-
2018,77,230,2572,1,Loblolly Pine,131,33.5,25.3,QA DBH=33.8 HT=25.4
2022,77,63,1307,4,Loblolly Pine,121,,,
2022,77,32,1338,1,Loblolly Pine,131,48.4,26.6,
2022,77,32,1339,1,Loblolly Pine,131,46.0,25.0,
2022,77,32,1340,1,Loblolly Pine,131,33.9,26.3,
2022,77,32,1344,1,Loblolly Pine,131,42.7,26.5,
2022,77,32,1346,1,Loblolly Pine,131,13.3,16.6,
2022,77,32,1347,1,Loblolly Pine,131,18.8,18.6,
2022,77,32,1355,1,Loblolly Pine,131,8.5,10.6,
2022,77,32,1357,1,Loblolly Pine,131,8.9,11.9,
2022,77,32,1358,1,Loblolly Pine,131,37.5,26.4,
2022,77,32,1359,1,Loblolly Pine,131,27.4,20.6,
2022,77,32,1362,1,Loblolly Pine,131,8.1,8.9,
2022,77,32,1363,1,Loblolly Pine,131,20.0,19.3,
2022,77,32,1364,1,Loblolly Pine,131,28.3,23.2,
2022,77,32,1365,1,Loblolly Pine,131,9.7,11.9,
2022,77,32,1367,1,Loblolly Pine,131,11.5,12.3,
2022,77,32,1369,1,Loblolly Pine,131,34.2,23.7,
2022,77,32,1370,1,Loblolly Pine,131,8.6,10.9,
2022,77,40,2501,1,Loblolly Pine,131,30.2,26.8,
2022,77,40,2502,2,Loblolly Pine,131,38.6,8.4,
2022,77,40,2507,1,Loblolly Pine,131,50.4,29.1,
2022,77,40,2508,1,Loblolly Pine,131,13.2,16.7,
2022,77,40,2509,1,Loblolly Pine,131,23.3,19.6,
2022,77,40,2510,1,Loblolly Pine,131,13.6,13.1,
2022,77,40,2511,1,Loblolly Pine,131,42.2,31.5,
2022,77,40,2512,1,Loblolly Pine,131,10.2,13.9,
2022,77,40,2513,1,Loblolly Pine,131,33.4,25.5,
2022,77,40,2517,1,Loblolly Pine,131,18.6,17.5,
2022,77,40,2518,2,Loblolly Pine,131,42.0,26.5,
2022,77,40,2520,1,Loblolly Pine,131,23.9,20.0,
2022,77,43,1326,1,Loblolly Pine,131,10.9,11.1,
2022,77,43,1328,1,Loblolly Pine,131,40.2,19.1,
2022,77,43,1329,1,Loblolly Pine,131,32.9,25.9,
2022,77,43,1332,1,Loblolly Pine,131,32.7,23.8,
2022,77,63,1302,4,Loblolly Pine,131,,,
2022,77,63,1303,4,Loblolly Pine,131,,,
2022,77,63,1304,4,Loblolly Pine,131,,,
2022,77,63,1305,4,Loblolly Pine,131,,,
2022,77,63,1308,4,Loblolly Pine,131,,,
2022,77,63,1309,4,Loblolly Pine,131,,,
2022,77,63,1310,4,Loblolly Pine,131,,,
2022,77,63,1311,4,Loblolly Pine,131,,,
2022,77,63,1312,4,Loblolly Pine,131,,,
2022,77,63,1313,3,Loblolly Pine,131,,,
2022,77,63,1314,1,Loblolly Pine,131,31.2,23.6,
2022,77,63,1315,4,Loblolly Pine,131,,,
2022,77,63,1316,4,Loblolly Pine,131,,,
2022,77,63,1317,4,Loblolly Pine,131,,,
2022,77,63,1318,3,Loblolly Pine,131,,,
2022,77,80,2470,1,Loblolly Pine,131,28.9,25.4,
2022,77,80,2471,4,Loblolly Pine,131,,,
2022,77,80,2472,4,Loblolly Pine,131,,,
2022,77,80,2473,4,Loblolly Pine,131,,,
2022,77,80,2474,4,Loblolly Pine,131,,,
2022,77,80,2475,4,Loblolly Pine,131,,,
2022,77,80,2476,3,Loblolly Pine,131,,,
2022,77,80,2477,4,Loblolly Pine,131,,,
2022,77,80,2478,1,Loblolly Pine,131,44.4,27.3,
2022,77,80,2479,4,Loblolly Pine,131,,,
2022,77,80,2480,4,Loblolly Pine,131,,,
2022,77,80,2481,4,Loblolly Pine,131,,,
2022,77,80,2482,4,Loblolly Pine,131,,,
