year,ws,plot,tree,history,species,sp_cd,dbh_cm,tr_ht_m,comments
2022,77,80,2483,4,Loblolly Pine,131,,,
2022,77,80,2484,4,Loblolly Pine,131,,,
2022,77,80,2485,4,Loblolly Pine,131,,,
2022,77,90,2961,4,Loblolly Pine,131,,,
2022,77,90,2962,4,Loblolly Pine,131,,,
2022,77,90,2963,4,Loblolly Pine,131,,,
2022,77,90,2964,4,Loblolly Pine,131,,,
2022,77,90,2965,1,Loblolly Pine,131,39.9,28.0,
2022,77,90,2966,4,Loblolly Pine,131,,,
2022,77,90,2967,4,Loblolly Pine,131,,,
2022,77,90,2968,1,Loblolly Pine,131,34.9,25.7,
2022,77,90,2969,4,Loblolly Pine,131,,,
2022,77,90,2970,4,Loblolly Pine,131,,,
2022,77,100,2747,4,Loblolly Pine,131,,,
2022,77,100,2748,4,Loblolly Pine,131,,,
2022,77,100,2749,4,Loblolly Pine,131,,,
2022,77,100,2750,4,Loblolly Pine,131,,,
2022,77,100,2751,3,Loblolly Pine,131,,,
2022,77,100,2752,4,Loblolly Pine,131,,,
2022,77,100,2755,4,Loblolly Pine,131,,,
2022,77,100,2756,4,Loblolly Pine,131,,,
2022,77,100,2757,4,Loblolly Pine,131,,,
2022,77,100,2758,4,Loblolly Pine,131,,,
2022,77,100,2759,3,Loblolly Pine,131,,,
2022,77,100,2760,4,Loblolly Pine,131,,,
2022,77,100,2761,4,Loblolly Pine,131,,,
2022,77,100,2762,4,Loblolly Pine,131,,,
2022,77,100,2763,4,Loblolly Pine,131,,,
2022,77,100,2764,4,Loblolly Pine,131,,,
2022,77,100,2765,4,Loblolly Pine,131,,,
2022,77,100,2767,4,Loblolly Pine,131,,,
2022,77,100,2768,4,Loblolly Pine,131,,,
2022,77,100,2769,4,Loblolly Pine,131,,,
2022,77,100,2770,4,Loblolly Pine,131,,,
2022,77,100,2771,4,Loblolly Pine,131,,,
2022,77,100,2772,4,Loblolly Pine,131,,,
2022,77,100,2773,4,Loblolly Pine,131,,,
2022,77,100,2774,4,Loblolly Pine,131,,,
2022,77,100,2775,4,Loblolly Pine,131,,,
2022,77,100,2778,4,Loblolly Pine,131,,,
2022,77,100,2779,4,Loblolly Pine,131,,,
2022,77,100,2780,4,Loblolly Pine,131,,,
2022,77,110,2521,4,Loblolly Pine,131,,,
2022,77,110,2522,4,Loblolly Pine,131,,,
2022,77,110,2523,4,Loblolly Pine,131,,,
2022,77,110,2524,4,Loblolly Pine,131,,,
2022,77,110,2525,4,Loblolly Pine,131,,,
2022,77,110,2526,4,Loblolly Pine,131,,,
2022,77,110,2527,4,Loblolly Pine,131,,,
2022,77,110,2528,4,Loblolly Pine,131,,,
2022,77,110,2529,1,Loblolly Pine,131,40.5,28.2,
2022,77,110,2530,4,Loblolly Pine,131,,,
2022,77,134,4,4,Loblolly Pine,131,,,
2022,77,134,7,4,Loblolly Pine,131,,,
2022,77,134,12,4,Loblolly Pine,131,,,
2022,77,134,13,1,Loblolly Pine,131,36.3,26.4,
2022,77,134,15,3,Loblolly Pine,131,,,
2022,77,134,17,3,Loblolly Pine,131,,,
2022,77,134,18,4,Loblolly Pine,131,,,
2022,77,134,19,1,Loblolly Pine,131,26.5,25.8,
2022,77,134,20,1,Loblolly Pine,131,35.4,26.8,
2022,77,134,21,4,Loblolly Pine,131,,,
2022,77,134,22,4,Loblolly Pine,131,,,
2022,77,134,23,3,Loblolly Pine,131,,,
2022,77,134,26,1,Loblolly Pine,131,19.1,23.5,
2022,77,134,27,4,Loblolly Pine,131,,,
2022,77,134,28,3,Loblolly Pine,131,,,
2022,77,134,29,1,Loblolly Pine,131,27.6,27.2,
2022,77,134,31,4,Loblolly Pine,131,,,
2022,77,134,32,4,Loblolly Pine,131,,,
2022,77,134,34,4,Loblolly Pine,131,,,
2022,77,134,36,4,Loblolly Pine,131,,,
2022,77,134,38,4,Loblolly Pine,131,,,
2022,77,134,39,4,Loblolly Pine,131,,,
2022,77,134,43,4,Loblolly Pine,131,,,
2022,77,134,44,4,Loblolly Pine,131,,,
2022,77,134,45,4,Loblolly Pine,131,,,
2022,77,134,46,4,Loblolly Pine,131,,,
2022,77,134,48,1,Loblolly Pine,131,38.9,27.8,
2022,77,134,49,4,Loblolly Pine,131,,,
2022,77,134,50,3,Loblolly Pine,131,,,
2022,77,134,53,4,Loblolly Pine,131,,,
2022,77,134,54,3,Loblolly Pine,131,,,
2022,77,134,55,4,Loblolly Pine,131,,,
2022,77,134,56,1,Loblolly Pine,131,30.1,26.2,
2022,77,134,57,2,Loblolly Pine,131,13.8,3.2,
2022,77,134,58,1,Loblolly Pine,131,26.3,28.1,
2022,77,134,60,3,Loblolly Pine,131,,,
2022,77,134,63,1,Loblolly Pine,131,42.1,28.6,
2022,77,134,65,1,Loblolly Pine,131,28.5,27.1,
2022,77,134,68,4,Loblolly Pine,131,,,
2022,77,134,72,2,Loblolly Pine,131,31.8,12.6,
2022,77,134,73,1,Loblolly Pine,131,22.9,22.6,
2022,77,134,74,4,Loblolly Pine,131,,,
2022,77,134,75,4,Loblolly Pine,131,,,
2022,77,134,76,4,Loblolly Pine,131,,,
2022,77,134,77,1,Loblolly Pine,131,44.7,28.9,
2022,77,134,80,3,Loblolly Pine,131,,,
2022,77,160,2971,3,Loblolly Pine,131,,,
2022,77,160,2972,4,Loblolly Pine,131,,,
2022,77,160,2973,4,Loblolly Pine,131,,,
2022,77,160,2974,3,Loblolly Pine,131,,,
2022,77,160,2975,4,Loblolly Pine,131,,,
2022,77,160,2976,1,Loblolly Pine,131,17.3,18.6,
2022,77,160,2978,2,Loblolly Pine,131,15.4,7.3,
2022,77,160,2979,1,Loblolly Pine,131,43.1,32.2,
2022,77,160,2981,1,Loblolly Pine,131,38.1,29.9,
2022,77,160,2982,4,Loblolly Pine,131,,,
2022,77,160,2983,4,Loblolly Pine,131,,,
2022,77,166,82,3,Loblolly Pine,131,,,
2022,77,166,83,4,Loblolly Pine,131,,,
2022,77,166,84,1,Loblolly Pine,131,35.0,27.4,
2022,77,166,85,3,Loblolly Pine,131,,,
2022,77,166,86,1,Loblolly Pine,131,29.2,25.0,
2022,77,166,89,3,Loblolly Pine,131,,,
2022,77,166,92,4,Loblolly Pine,131,,,
2022,77,166,95,3,Loblolly Pine,131,,,
2022,77,166,97,1,Loblolly Pine,131,30.0,25.3,
2022,77,166,98,1,Loblolly Pine,131,28.8,24.0,
2022,77,166,99,4,Loblolly Pine,131,,,
2022,77,166,100,4,Loblolly Pine,131,,,
2022,77,166,102,3,Loblolly Pine,131,,,
2022,77,166,104,4,Loblolly Pine,131,,,
2022,77,166,105,1,Loblolly Pine,131,23.5,21.5,
2022,77,166,108,1,Loblolly Pine,131,12.0,13.8,
2022,77,166,110,4,Loblolly Pine,131,,,
2022,77,166,115,1,Loblolly Pine,131,11.8,14.1,
2022,77,166,116,1,Loblolly Pine,131,21.4,20.5,
2022,77,166,117,4,Loblolly Pine,131,,,
2022,77,166,121,4,Loblolly Pine,131,,,
2022,77,166,126,1,Loblolly Pine,131,11.8,15.0,
2022,77,166,127,1,Loblolly Pine,131,22.5,20.5,
2022,77,166,130,1,Loblolly Pine,131,12.0,16.6,
2022,77,166,173,1,Loblolly Pine,131,20.0,21.6,
2022,77,166,197,1,Loblolly Pine,131,12.3,15.1,
2022,77,166,198,1,Loblolly Pine,131,13.4,17.7,
2022,77,166,199,1,Loblolly Pine,131,62.6,37.3,
2022,77,166,201,4,Loblolly Pine,131,,,
2022,77,166,202,4,Loblolly Pine,131,,,
2022,77,166,204,4,Loblolly Pine,131,,,
2022,77,166,205,4,Loblolly Pine,131,,,
2022,77,166,206,3,Loblolly Pine,131,,,
2022,77,166,208,3,Loblolly Pine,131,,,
2022,77,166,209,3,Loblolly Pine,131,,,
2022,77,166,212,1,Loblolly Pine,131,30.7,23.7,
2022,77,166,213,3,Loblolly Pine,131,,,
2022,77,166,214,4,Loblolly Pine,131,,,
2022,77,166,218,4,Loblolly Pine,131,,,
2022,77,166,220,1,Loblolly Pine,131,33.5,27.0,
2022,77,166,221,4,Loblolly Pine,131,,,
2022,77,166,224,3,Loblolly Pine,131,,,
2022,77,166,225,1,Loblolly Pine,131,29.0,21.4,
2022,77,166,228,4,Loblolly Pine,131,,,
2022,77,166,229,4,Loblolly Pine,131,,,
2022,77,166,231,3,Loblolly Pine,131,,,
2022,77,166,239,4,Loblolly Pine,131,,,
2022,77,166,240,3,Loblolly Pine,131,,,
2022,77,166,241,1,Loblolly Pine,131,10.6,13.1,
2022,77,166,242,3,Loblolly Pine,131,,,
2022,77,166,243,1,Loblolly Pine,131,10.1,14.8,
2022,77,180,2815,3,Loblolly Pine,131,,,
2022,77,180,2816,3,Loblolly Pine,131,,,
2022,77,180,2817,1,Loblolly Pine,131,43.2,28.9,
2022,77,180,2818,1,Loblolly Pine,131,48.5,31.0,
2022,77,180,2821,4,Loblolly Pine,131,,,
2022,77,180,2822,4,Loblolly Pine,131,,,
2022,77,180,2823,2,Loblolly Pine,131,22.6,6.9,
2022,77,180,2824,4,Loblolly Pine,131,,,
2022,77,180,2826,4,Loblolly Pine,131,,,
2022,77,180,2827,4,Loblolly Pine,131,,,
2022,77,190,2717,3,Loblolly Pine,131,,,
2022,77,190,2718,3,Loblolly Pine,131,,,
2022,77,190,2719,3,Loblolly Pine,131,,,
2022,77,190,2720,4,Loblolly Pine,131,,,
2022,77,190,2721,3,Loblolly Pine,131,,,
2022,77,190,2722,3,Loblolly Pine,131,,,
2022,77,190,2723,3,Loblolly Pine,131,,,
2022,77,190,2724,3,Loblolly Pine,131,,,
2022,77,190,2725,1,Loblolly Pine,131,22.7,22.1,
2022,77,190,2726,3,Loblolly Pine,131,,,
2022,77,190,2727,3,Loblolly Pine,131,,,
2022,77,190,2728,3,Loblolly Pine,131,,,
2022,77,190,2729,3,Loblolly Pine,131,,,
2022,77,190,2730,3,Loblolly Pine,131,,,
2022,77,190,2731,4,Loblolly Pine,131,,,
2022,77,190,2732,1,Loblolly Pine,131,41.6,32.3,
2022,77,190,2733,1,Loblolly Pine,131,21.3,17.9,
2022,77,190,2734,3,Loblolly Pine,131,,,
2022,77,190,2735,4,Loblolly Pine,131,,,
2022,77,190,2736,1,Loblolly Pine,131,14.4,17.4,
2022,77,190,2737,3,Loblolly Pine,131,,,
2022,77,190,2738,3,Loblolly Pine,131,,,
2022,77,190,2739,3,Loblolly Pine,131,,,
2022,77,190,2740,3,Loblolly Pine,131,,,
2022,77,190,2741,1,Loblolly Pine,131,20.0,19.8,
2022,77,190,2742,1,Loblolly Pine,131,37.6,28.0,
2022,77,190,2743,1,Loblolly Pine,131,21.8,18.0,
2022,77,190,2744,3,Loblolly Pine,131,,,
2022,77,190,2746,1,Loblolly Pine,131,31.9,23.7,
2022,77,195,244,1,Loblolly Pine,131,28.8,25.3,
2022,77,195,246,1,Loblolly Pine,131,26.1,25.9,
2022,77,195,251,1,Loblolly Pine,131,35.8,24.1,
2022,77,195,253,1,Loblolly Pine,131,21.7,22.5,
2022,77,195,255,4,Loblolly Pine,131,,,
2022,77,195,256,4,Loblolly Pine,131,,,
2022,77,195,258,1,Loblolly Pine,131,9.3,11.5,
2022,77,195,260,1,Loblolly Pine,131,24.6,24.9,
2022,77,195,269,4,Loblolly Pine,131,,,
2022,77,195,275,4,Loblolly Pine,131,,,
2022,77,195,276,4,Loblolly Pine,131,,,
2022,77,195,280,3,Loblolly Pine,131,,,
2022,77,195,281,3,Loblolly Pine,131,,,
2022,77,195,292,3,Loblolly Pine,131,,,
2022,77,195,294,4,Loblolly Pine,131,,,
2022,77,195,303,4,Loblolly Pine,131,,,
2022,77,195,306,1,Loblolly Pine,131,32.6,25.2,
2022,77,195,307,2,Loblolly Pine,131,12.0,7.8,
2022,77,195,312,4,Loblolly Pine,131,,,
2022,77,195,315,4,Loblolly Pine,131,,,
2022,77,195,320,4,Loblolly Pine,131,,,
2022,77,195,322,3,Loblolly Pine,131,,,
2022,77,195,325,4,Loblolly Pine,131,,,
2022,77,195,330,3,Loblolly Pine,131,,,
2022,77,195,337,4,Loblolly Pine,131,,,
2022,77,195,348,1,Loblolly Pine,131,23.8,26.3,
2022,77,195,357,1,Loblolly Pine,131,16.9,21.8,
2022,77,195,373,4,Loblolly Pine,131,,,
2022,77,195,380,1,Loblolly Pine,131,22.5,25.6,
2022,77,195,381,4,Loblolly Pine,131,,,
2022,77,195,382,4,Loblolly Pine,131,,,
2022,77,195,384,4,Loblolly Pine,131,,,
2022,77,195,389,1,Loblolly Pine,131,22.4,23.2,
2022,77,195,390,1,Loblolly Pine,131,26.8,26.0,
2022,77,195,392,3,Loblolly Pine,131,,,
2022,77,195,397,2,Loblolly Pine,131,16.1,3.1,
2022,77,195,400,1,Loblolly Pine,131,24.2,24.6,
2022,77,195,401,4,Loblolly Pine,131,,,
2022,77,195,402,3,Loblolly Pine,131,,,
2022,77,195,406,4,Loblolly Pine,131,,,
2022,77,195,410,4,Loblolly Pine,131,,,
2022,77,195,411,1,Loblolly Pine,131,21.9,22.6,
2022,77,195,419,3,Loblolly Pine,131,,,
2022,77,195,420,1,Loblolly Pine,131,18.2,21.8,
2022,77,195,424,3,Loblolly Pine,131,,,
2022,77,195,427,3,Loblolly Pine,131,,,
2022,77,195,428,3,Loblolly Pine,131,,,
2022,77,195,430,4,Loblolly Pine,131,,,
2022,77,195,435,4,Loblolly Pine,131,,,
2022,77,195,446,3,Loblolly Pine,131,,,
2022,77,195,447,1,Loblolly Pine,131,30.1,24.0,
2022,77,195,477,4,Loblolly Pine,131,,,
2022,77,195,479,3,Loblolly Pine,131,,,
2022,77,195,482,3,Loblolly Pine,131,,,
2022,77,195,483,1,Loblolly Pine,131,32.7,27.5,
2022,77,195,487,3,Loblolly Pine,131,,,
2022,77,195,488,1,Loblolly Pine,131,34.4,25.1,
2022,77,195,492,4,Loblolly Pine,131,,,
2022,77,195,493,4,Loblolly Pine,131,,,
2022,77,230,2555,1,Loblolly Pine,131,41.8,27.4,
2022,77,230,2556,4,Loblolly Pine,131,,,
2022,77,230,2558,4,Loblolly Pine,131,,,
2022,77,230,2559,4,Loblolly Pine,131,,,
2022,77,230,2560,4,Loblolly Pine,131,,,
2022,77,230,2561,3,Loblolly Pine,131,,,
2022,77,230,2565,4,Loblolly Pine,131,,,
2022,77,230,2566,3,Loblolly Pine,131,,,
2022,77,230,2567,4,Loblolly Pine,131,,,
2022,77,230,2568,4,Loblolly Pine,131,,,
2022,77,230,2569,4,Loblolly Pine,131,,,
2022,77,230,2570,4,Loblolly Pine,131,,,
2022,77,230,2571,4,Loblolly Pine,131,,,
2022,77,230,2572,4,Loblolly Pine,131,,,
1991,77,40,19,1,Longleaf Pine,121,18.0,18.0,
1991,77,100,2,3,Longleaf Pine,121,38.1,21.6,
1991,77,100,4,2,Longleaf Pine,121,46.7,16.5,
2013,77,100,2753,1,Longleaf Pine,121,8.1,9.0,
2013,77,100,2754,1,Longleaf Pine,121,13.6,12.4,
2013,77,100,2776,1,Longleaf Pine,121,10.7,13.1,
2013,77,100,2777,1,Longleaf Pine,121,40.3,27.5,
2018,77,63,1301,1,Longleaf Pine,121,21.7,18.3,
2018,77,100,2753,1,Longleaf Pine,121,8.1,9.6,-
2018,77,100,2754,1,Longleaf Pine,121,14.4,14.7,-
2018,77,100,2776,1,Longleaf Pine,121,11.3,14.4,-
2018,77,100,2777,1,Longleaf Pine,121,40.8,23.8,-
2018,77,63,1306,1,Longleaf Pine,131,15.6,14.4,
2022,77,63,1301,1,Longleaf Pine,121,24.4,19.0,
2022,77,100,2753,3,Longleaf Pine,121,,,
2022,77,100,2754,1,Longleaf Pine,121,14.6,16.1,
2022,77,100,2776,4,Longleaf Pine,121,,,
2022,77,100,2777,1,Longleaf Pine,121,,,
2022,77,63,1306,4,Longleaf Pine,131,,,
2013,77,100,2766,2,Musclewood,999,16.4,4.9,
2013,77,160,2977,2,Musclewood,999,20.5,8.5,
2013,77,160,2980,2,Musclewood,999,20.2,9.9,
2013,77,180,2819,2,Musclewood,999,17.7,4.2,
2018,77,100,2766,3,Other HWD,300,,,
2018,77,160,2977,2,Other HWD,300,14.1,5.9,-
2018,77,160,2980,2,Other HWD,300,20.2,7.8,-
2018,77,180,2819,3,Other HWD,300,,,
2022,77,100,2766,3,Other HWD,300,,,
2022,77,160,2977,2,Other HWD,300,14.1,5.6,
2022,77,160,2980,3,Other HWD,300,,,
2022,77,180,2819,3,Other HWD,300,,,
2018,77,134,51,1,Post Oak,835,11.5,11.4,
2018,77,134,78,1,Post Oak,835,11.4,6.8,dbh at new terminal branch
2022,77,43,1333,1,Post Oak,835,19.2,9.9,
2022,77,134,51,1,Post Oak,835,11.8,10.6,
2022,77,134,78,3,Post Oak,835,,,
2022,77,32,1356,1,Post or White Oak?,,13.3,12.9,
2022,77,32,1361,1,Post or White Oak?,,17.9,11.8,
1991,4,32,1,1,Red Maple,316,20.3,12.2,
1991,77,43,4,1,Red Maple,316,15.2,6.1,
2018,77,166,128,1,Red Maple,316,13.7,16.0,
2018,77,166,129,1,Red Maple,316,14.0,16.9,
2018,77,166,191,2,Red Maple,316,15.6,9.5,"8"" above dbh"
2018,77,166,192,1,Red Maple,316,8.7,14.8,
2018,77,166,193,1,Red Maple,316,14.8,11.2,"8"" above dbh"
2018,77,166,194,1,Red Maple,316,12.7,15.7,
2018,77,166,222,1,Red Maple,316,13.7,12.3,
2018,77,166,236,1,Red Maple,316,22.1,17.4,
2022,77,32,1336,1,Red Maple,316,27.1,18.6,
2022,77,32,1337,1,Red Maple,316,16.1,13.0,
2022,77,32,1341,1,Red Maple,316,10.9,13.6,
2022,77,32,1342,1,Red Maple,316,9.3,12.9,
2022,77,32,1345,1,Red Maple,316,14.1,14.3,
2022,77,166,128,1,Red Maple,316,14.3,16.3,
2022,77,166,129,1,Red Maple,316,14.8,18.3,
2022,77,166,191,3,Red Maple,316,,,
2022,77,166,192,3,Red Maple,316,,,
2022,77,166,193,3,Red Maple,316,,,
2022,77,166,194,3,Red Maple,316,,,
2022,77,166,222,3,Red Maple,316,,,
2022,77,166,236,1,Red Maple,316,22.2,19.1,
2022,77,43,1327,1,Southern Red Oak,812,28.8,19.5,
1991,77,160,3,1,Swamp White Oak,804,18.8,11.6,
1991,77,40,4,1,Sweetgum,611,8.4,8.8,
1991,77,40,6,1,Sweetgum,611,8.9,8.2,
1991,77,40,17,1,Sweetgum,611,20.1,13.7,
1991,77,43,8,1,Sweetgum,611,25.4,18.3,
1991,77,43,9,1,Sweetgum,611,25.4,18.3,
1991,77,90,12,1,Sweetgum,611,9.7,6.4,
1991,77,110,2,1,Sweetgum,611,13.7,13.1,
1991,77,110,5,1,Sweetgum,611,7.6,7.9,
1991,77,110,15,1,Sweetgum,611,13.0,12.8,
1991,77,166,1,1,Sweetgum,611,20.3,12.2,
1991,77,166,3,1,Sweetgum,611,15.2,12.2,
2018,77,40,2504,3,Sweetgum,611,,,
2018,77,195,252,2,Sweetgum,611,12.9,9.8,
2018,77,195,296,1,Sweetgum,611,9.5,9.6,
2018,77,195,398,1,Sweetgum,611,33.1,24.7,
2018,77,230,2557,2,sweetgum,611,15.1,12.8,-
2018,77,230,2562,2,Sweetgum,611,12.8,8.6,-
2018,77,230,2563,3,Sweetgum,611,,,
2018,77,230,2564,3,Sweetgum,611,,,
2022,77,195,252,3,Sweetgum,611,,,
2022,77,195,296,1,Sweetgum,611,9.2,8.4,
2022,77,195,398,1,Sweetgum,611,34.1,24.8,
2022,77,230,2557,3,sweetgum,611,,,
2022,77,230,2562,3,Sweetgum,611,,,
2022,77,230,2563,3,Sweetgum,611,,,
2022,77,230,2564,3,Sweetgum,611,,,
2013,77,40,2504,1,Sweetgum ,611,10.4,9.5,
2013,77,230,2562,1,Sweetgum ,611,13.4,9.6,
2013,77,230,2563,2,Sweetgum ,611,9.8,3.2,
2013,77,230,2564,2,Sweetgum ,611,10.0,2.8,
2018,77,40,2503,1,Up. Blackgum,693,24.6,16.4,QA DBH=24.7 HT=16.9
2018,77,40,2514,1,Up. Blackgum,693,18.1,14.5,-
2018,77,40,2519,1,Up. Blackgum,693,11.7,8.1,broken top
2018,77,190,2745,1,Up. Blackgum,693,31.3,19.5,-
2022,77,40,2503,1,Up. Blackgum,693,25.4,18.6,
2022,77,40,2514,1,Up. Blackgum,693,18.6,14.9,
2022,77,40,2519,3,Up. Blackgum,693,,,
2022,77,190,2745,1,Up. Blackgum,693,31.9,19.9,
1991,77,40,2,1,Upland Blackgum,693,18.8,13.1,
1991,77,40,16,3,Upland Blackgum,693,13.2,9.4,
1991,77,160,8,1,Upland Blackgum,693,13.7,7.3,
1991,77,160,9,1,Upland Blackgum,693,20.6,12.8,
1991,77,180,20,1,Upland Blackgum,693,16.5,9.8,
1991,77,190,6,1,Upland Blackgum,693,22.9,14.0,
2013,77,40,2503,1,Upland Blackgum,693,24.5,16.5,
2013,77,40,2514,1,Upland Blackgum,693,18.2,12.9,
2013,77,40,2519,1,Upland Blackgum,693,12.0,9.1,
2013,77,160,2984,2,Upland Blackgum,693,16.1,8.0,
2013,77,160,2985,1,Upland Blackgum,693,26.1,16.2,
2013,77,180,2820,1,Upland Blackgum,693,18.2,15.2,
2013,77,180,2825,1,Upland Blackgum,693,24.7,16.2,
2013,77,190,2745,1,Upland Blackgum,693,29.9,18.8,
2018,77,40,2506,3,Water Oak,827,,,
2018,77,40,2515,2,Water Oak,827,14.4,13.5,DC=1
2018,77,40,2516,2,Water Oak,827,12.3,12.6,DC=1
2022,77,40,2515,3,Water Oak,827,,,
2022,77,40,2516,3,Water Oak,827,,,
2022,77,43,1323,1,Water Oak,827,16.9,11.1,
2022,77,43,1330,1,Water Oak,827,16.7,7.2,
2013,77,40,2506,1,Water Oak ,827,8.0,5.0,
2013,77,40,2515,1,Water Oak ,827,13.6,13.0,
2013,77,40,2516,1,Water Oak ,827,11.2,12.1,
2022,77,32,1348,1,Water Oak ?,,11.1,11.1,
2022,77,32,1349,1,Water Oak ?,,20.6,19.5,
2022,77,32,1350,1,Water Oak ?,,10.5,11.8,
2022,77,32,1354,1,Water Oak ?,,23.5,15.6,
2022,77,32,1351,1,White Oak?,,25.3,17.7,
2022,77,32,1360,1,White Oak?,,22.0,12.9,
1991,77,43,10,1,Willow Oak,831,20.3,12.2,
1991,77,160,14,1,Willow Oak,831,17.3,8.5,
1991,77,180,5,1,Willow Oak,831,14.5,10.4,
1991,77,180,12,1,Willow Oak,831,16.5,11.6,
1991,77,195,2,1,Willow Oak,831,15.2,13.7,
2018,77,166,87,1,Willow Oak,831,19.5,11.7,broken top
2018,77,166,112,1,Willow Oak,831,16.3,13.3,
2018,77,166,167,2,Willow Oak,831,24.5,10.8,broken top
2018,77,166,171,2,Willow Oak,831,22.8,13.2,broken top
2018,77,166,174,1,Willow Oak,831,23.1,15.1,broken top
2018,77,166,176,1,Willow Oak,831,17.8,12.6,
2022,77,166,87,2,Willow Oak,831,19.4,5.9,
2022,77,166,112,1,Willow Oak,831,16.3,13.9,
2022,77,166,167,3,Willow Oak,831,,,
2022,77,166,171,3,Willow Oak,831,,,
2022,77,166,174,1,Willow Oak,831,22.5,12.3,
2022,77,166,176,1,Willow Oak,831,18.2,13.7,
